DOID	DIAGNOSIS_CD	category	detail
DOID:0110640	G71.2	G71	2
DOID:0110644	I45.8	I45	8
DOID:0110645	I45.8	I45	8
DOID:0110646	I45.8	I45	8
DOID:0110647	I45.8	I45	8
DOID:0110648	I45.8	I45	8
DOID:0110650	I45.8	I45	8
DOID:0110651	I45.8	I45	8
DOID:0110652	I45.8	I45	8
DOID:0110653	I45.8	I45	8
DOID:0110654	I45.8	I45	8
DOID:0110655	I45.8	I45	8
DOID:0110656	I45.8	I45	8
DOID:0110716	Q87.0	Q87	0
DOID:0110717	Q87.0	Q87	0
DOID:0110718	Q87.0	Q87	0
DOID:0110719	Q87.0	Q87	0
DOID:0110720	E75.4	E75	4
DOID:0110721	E75.4	E75	4
DOID:0110722	E75.4	E75	4
DOID:0110723	E75.4	E75	4
DOID:0110724	E75.4	E75	4
DOID:0110725	E75.4	E75	4
DOID:0110726	E75.4	E75	4
DOID:0110727	E75.4	E75	4
DOID:0110728	E75.4	E75	4
DOID:0110729	E75.4	E75	4
DOID:0110730	E75.4	E75	4
DOID:0110731	E75.4	E75	4
DOID:0110732	E75.4	E75	4
DOID:0110733	E75.4	E75	4
DOID:0110735	G23.0	G23	0
DOID:0110736	G23.0	G23	0
DOID:0110738	G23.0	G23	0
DOID:0110739	G23.0	G23	0
DOID:0110740	G23.0	G23	0
DOID:0110741	E10	E10	
DOID:0110742	E10	E10	
DOID:0110743	E10	E10	
DOID:0110744	E10	E10	
DOID:0110745	E10	E10	
DOID:0110746	E10	E10	
DOID:0110747	E10	E10	
DOID:0110748	E10	E10	
DOID:0110749	E10	E10	
DOID:0110750	E10	E10	
DOID:0110751	E10	E10	
DOID:0110752	E10	E10	
DOID:0110753	E10	E10	
DOID:0110754	E10	E10	
DOID:0110755	E10	E10	
DOID:0110756	E10	E10	
DOID:0110757	E10	E10	
DOID:0110758	E10	E10	
DOID:0110759	E10	E10	
DOID:0110760	E10	E10	
DOID:0110761	E10	E10	
DOID:0110763	G11.4	G11	4
DOID:0110764	G11.4	G11	4
DOID:0110765	G11.4	G11	4
DOID:0110766	G11.4	G11	4
DOID:0110767	G11.4	G11	4
DOID:0110768	G11.4	G11	4
DOID:0110769	G11.4	G11	4
DOID:0110770	G11.4	G11	4
DOID:0110771	G11.4	G11	4
DOID:0110772	G11.4	G11	4
DOID:0110773	G11.4	G11	4
DOID:0110774	G11.4	G11	4
DOID:0110775	G11.4	G11	4
DOID:0110776	G11.4	G11	4
DOID:0110777	G11.4	G11	4
DOID:0110778	G11.4	G11	4
DOID:0110779	G11.4	G11	4
DOID:0110780	G11.4	G11	4
DOID:0110781	G11.4	G11	4
DOID:0110782	G11.4	G11	4
DOID:0110783	G11.4	G11	4
DOID:0110785	G11.4	G11	4
DOID:0110786	G11.4	G11	4
DOID:0110787	G11.4	G11	4
DOID:0110788	G11.4	G11	4
DOID:0110789	G11.4	G11	4
DOID:0110790	G11.4	G11	4
DOID:0110791	G11.4	G11	4
DOID:0110792	G11.4	G11	4
DOID:0110793	G11.4	G11	4
DOID:0110794	G11.4	G11	4
DOID:0110795	G11.4	G11	4
DOID:0110796	G11.4	G11	4
DOID:0110797	G11.4	G11	4
DOID:0110798	G11.4	G11	4
DOID:0110800	G11.4	G11	4
DOID:0110801	G11.4	G11	4
DOID:0110805	G11.4	G11	4
DOID:0110806	G11.4	G11	4
DOID:0110807	G11.4	G11	4
DOID:0110808	G11.4	G11	4
DOID:0110809	G11.4	G11	4
DOID:0110810	G11.4	G11	4
DOID:0110811	G11.4	G11	4
DOID:0110812	G11.4	G11	4
DOID:0110813	G11.4	G11	4
DOID:0110814	G11.4	G11	4
DOID:0110815	G11.4	G11	4
DOID:0110816	G11.4	G11	4
DOID:0110817	G11.4	G11	4
DOID:0110818	G11.4	G11	4
DOID:0110820	G11.4	G11	4
DOID:0110822	G11.4	G11	4
DOID:0110823	G11.4	G11	4
DOID:0110824	G11.4	G11	4
DOID:0110825	G11.4	G11	4
DOID:0110826	H35.5	H35	5
DOID:0110830	H35.5	H35	5
DOID:0110831	H35.5	H35	5
DOID:0110832	H35.5	H35	5
DOID:0110833	H35.5	H35	5
DOID:0110834	H35.5	H35	5
DOID:0110835	H35.5	H35	5
DOID:0110836	H35.5	H35	5
DOID:0110837	H35.5	H35	5
DOID:0110838	H35.5	H35	5
DOID:0110839	H35.5	H35	5
DOID:0110840	H35.5	H35	5
DOID:0110841	H35.5	H35	5
DOID:0110842	H35.5	H35	5
DOID:0110843	Q82.1	Q82	1
DOID:0110844	Q82.1	Q82	1
DOID:0110845	Q82.1	Q82	1
DOID:0110846	Q82.1	Q82	1
DOID:0110847	Q82.1	Q82	1
DOID:0110848	Q82.1	Q82	1
DOID:0110849	Q82.1	Q82	1
DOID:0110850	Q82.1	Q82	1
DOID:0110851	Q77.3	Q77	3
DOID:0110852	Q77.3	Q77	3
DOID:0110853	Q77.3	Q77	3
DOID:0110855	H18.50	H18	50
DOID:0110856	H18.50	H18	50
DOID:0110857	H18.50	H18	50
DOID:0110946	Q78.2	Q78	2
DOID:0110949	E70.3	E70	3
DOID:0110957	E75.2	E75	2
DOID:0110958	E75.2	E75	2
DOID:0110959	E75.2	E75	2
DOID:0110960	E75.2	E75	2
DOID:0110961	E75.2	E75	2
DOID:0110962	Q73.8	Q73	8
DOID:0110963	Q73.8	Q73	8
DOID:0110967	Q73.8	Q73	8
DOID:0110975	Q73.8	Q73	8
DOID:0111029	E83.1	E83	1
DOID:0111031	E83.1	E83	1
DOID:0111033	E83.1	E83	1
DOID:0111034	E83.1	E83	1
DOID:0111035	F01.1	F01	1
DOID:0111036	F01.1	F01	1
DOID:0111037	E72.1	E72	1
DOID:0111038	E72.1	E72	1
DOID:0111039	E72.1	E72	1
DOID:0111040	E74.0	E74	0
DOID:0111041	E74.0	E74	0
DOID:0111042	E74.0	E74	0
DOID:0111043	E74.0	E74	0
DOID:0111045	D69.8	D69	8
DOID:0111048	D69.4	D69	4
DOID:0111051	D69.1	D69	1
DOID:0111056	D69.8	D69	8
DOID:0111057	D69.8	D69	8
DOID:0111060	Q84.2	Q84	2
DOID:0111063	M11.2	M11	2
DOID:0111064	G12.2	G12	2
DOID:0111128	N04.1	N04	1
DOID:0111129	N04.1	N04	1
DOID:0111130	N04.1	N04	1
DOID:0111131	N04.1	N04	1
DOID:0111132	N04.1	N04	1
DOID:0111133	N04.1	N04	1
DOID:0111134	N04.1	N04	1
DOID:0111135	E88.1	E88	1
DOID:0111136	E88.1	E88	1
DOID:0111137	E88.1	E88	1
DOID:0111138	E88.1	E88	1
DOID:0111140	E03.1	E03	1
DOID:0111142	Q60.4	Q60	4
DOID:0111154	I95.1	I95	1
DOID:0111165	E72.1	E72	1
DOID:0111604	Q87.0	Q87	0
DOID:0112374	G71.2	G71	2
DOID:11650	P27.1	P27	1
DOID:12859	G25.5	G25	5
DOID:13272	J15.0	J15	0
DOID:13276	J15.7	J15	7
DOID:1339	D61.01	D61	01
DOID:14080	E26.02	E26	02
DOID:1826	G40	G40	
DOID:8514	I26.09	I26	09
DOID:8517	I26.09	I26	09
DOID:8717	L89	L89	
